Type,SKU,Name,Published,Parent,"Is featured?","Visibility in catalog","Short description",Description,"In stock?",Stock,Weight,Length,Width,Height,"Sale price","Regular price",Categories,Images,"Attribute 1 name","Attribute 1 value (s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value (s)","Attribute 2 visible","Attribute 2 global"
variable,AR1804,ARCONOT,1,,,visible,"Quaderno A5 96 fogli neutri","Notebook formato A5 con 96 fogli neutri richiudibile con elastico. In morbido PU.
            ",1,9999,"15,12","0,42","0,315","0,23",100,110,"MIDOCEANBRANDS > Ufficio & Scrittura > Notebooks > Cover rigida","https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/240X240/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03a.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03-print.jpg",Color,"black, blue, red, white, orange, turquoise, royal blue, lime",1,1,Size,,1,1
variation,AR1804-04,ARCONOT,1,AR1804,0,visible,"Quaderno A5 96 fogli neutri","Notebook formato A5 con 96 fogli neutri richiudibile con elastico. In morbido PU.
            ",1,9999,"15,12","0,42","0,315","0,23",100,110,"MIDOCEANBRANDS > Ufficio & Scrittura > Notebooks > Cover rigida","https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/240X240/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03a.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03-print.jpg",Color,blue,1,1,Size,,1,1
variation,AR1804-05,ARCONOT,1,AR1804,0,visible,"Quaderno A5 96 fogli neutri","Notebook formato A5 con 96 fogli neutri richiudibile con elastico. In morbido PU.
            ",1,9999,"15,12","0,42","0,315","0,23",100,110,"MIDOCEANBRANDS > Ufficio & Scrittura > Notebooks > Cover rigida","https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/240X240/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03a.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03-print.jpg",Color,red,1,1,Size,,1,1
variation,AR1804-06,ARCONOT,1,AR1804,0,visible,"Quaderno A5 96 fogli neutri","Notebook formato A5 con 96 fogli neutri richiudibile con elastico. In morbido PU.
            ",1,9999,"15,12","0,42","0,315","0,23",100,110,"MIDOCEANBRANDS > Ufficio & Scrittura > Notebooks > Cover rigida","https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/240X240/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03a.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03-print.jpg",Color,white,1,1,Size,,1,1
variation,AR1804-10,ARCONOT,1,AR1804,0,visible,"Quaderno A5 96 fogli neutri","Notebook formato A5 con 96 fogli neutri richiudibile con elastico. In morbido PU.
            ",1,9999,"15,12","0,42","0,315","0,23",100,110,"MIDOCEANBRANDS > Ufficio & Scrittura > Notebooks > Cover rigida","https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/240X240/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03a.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03-print.jpg",Color,orange,1,1,Size,,1,1
variation,AR1804-12,ARCONOT,1,AR1804,0,visible,"Quaderno A5 96 fogli neutri","Notebook formato A5 con 96 fogli neutri richiudibile con elastico. In morbido PU.
            ",1,9999,"15,12","0,42","0,315","0,23",100,110,"MIDOCEANBRANDS > Ufficio & Scrittura > Notebooks > Cover rigida","https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/240X240/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03a.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03-print.jpg",Color,turquoise,1,1,Size,,1,1
variation,AR1804-37,ARCONOT,1,AR1804,0,visible,"Quaderno A5 96 fogli neutri","Notebook formato A5 con 96 fogli neutri richiudibile con elastico. In morbido PU.
            ",1,9999,"15,12","0,42","0,315","0,23",100,110,"MIDOCEANBRANDS > Ufficio & Scrittura > Notebooks > Cover rigida","https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/240X240/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03a.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03-print.jpg",Color,"royal blue",1,1,Size,,1,1
variation,AR1804-48,ARCONOT,1,AR1804,0,visible,"Quaderno A5 96 fogli neutri","Notebook formato A5 con 96 fogli neutri richiudibile con elastico. In morbido PU.
            ",1,9999,"15,12","0,42","0,315","0,23",100,110,"MIDOCEANBRANDS > Ufficio & Scrittura > Notebooks > Cover rigida","https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/240X240/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03a.jpg,https://cdn1.midocean.com/image/700X700/ar1804-03-print.jpg",Color,lime,1,1,Size,,1,1
simple,AR1810,KUBZLE,1,,0,visible,"Puzzle 3D 8 pezzi magnetico","Puzzle 3D composto da 8 pezzi in metallo magnetico",1,9999,"15,15","0,255","0,22","0,2",100,110,"MIDOCEANBRANDS > Ufficio & Scrittura > Accessori ufficio > Ferma carte e trofei","https://cdn1.midocean.com/image/700X700/ar1810-16.jpg,https://cdn1.midocean.com/image/170X170/ar1810-16.jpg,https://cdn1.midocean.com/image/700X700/ar1810-16a.jpg,https://cdn1.midocean.com/image/700X700/ar1810-16-ambiant.jpg,https://cdn1.midocean.com/image/700X700/ar1810-16-print.jpg,https://cdn1.midocean.com/image/700X700/ar1810-16.jpg,https://cdn1.midocean.com/image/700X700/ar1810-16b.jpg",,,,,,,,
variable,AR9684,EVERWRITE,1,,,visible,"Notebook A5 riciclato","Notebook A5 in materiale riciclato con segnapagina ed elastico in colore abbinati. 80
                pagine neutre.",1,9999,"12,7","0,32","0,21","0,46",100,110,"MIDOCEANBRANDS > Ufficio & Scrittura > Notebooks > Cover rigida","https://cdn1.midocean.com/image/700X700/ar9684-03.jpg,https://cdn1.midocean.com/image/240X240/ar9684-03.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03-back.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03-side.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03-open.jpg",Color,"black, blue, red, white",1,1,Size,,1,1
variation,AR9684-04,EVERWRITE,1,AR9684,0,visible,"Notebook A5 riciclato","Notebook A5 in materiale riciclato con segnapagina ed elastico in colore abbinati. 80
                pagine neutre.",1,9999,"12,7","0,32","0,21","0,46",100,110,"MIDOCEANBRANDS > Ufficio & Scrittura > Notebooks > Cover rigida","https://cdn1.midocean.com/image/700X700/ar9684-03.jpg,https://cdn1.midocean.com/image/240X240/ar9684-03.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03-back.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03-side.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03-open.jpg",Color,blue,1,1,Size,,1,1
variation,AR9684-05,EVERWRITE,1,AR9684,0,visible,"Notebook A5 riciclato","Notebook A5 in materiale riciclato con segnapagina ed elastico in colore abbinati. 80
                pagine neutre.",1,9999,"12,7","0,32","0,21","0,46",100,110,"MIDOCEANBRANDS > Ufficio & Scrittura > Notebooks > Cover rigida","https://cdn1.midocean.com/image/700X700/ar9684-03.jpg,https://cdn1.midocean.com/image/240X240/ar9684-03.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03-back.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03-side.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03-open.jpg",Color,red,1,1,Size,,1,1
variation,AR9684-06,EVERWRITE,1,AR9684,0,visible,"Notebook A5 riciclato","Notebook A5 in materiale riciclato con segnapagina ed elastico in colore abbinati. 80
                pagine neutre.",1,9999,"12,7","0,32","0,21","0,46",100,110,"MIDOCEANBRANDS > Ufficio & Scrittura > Notebooks > Cover rigida","https://cdn1.midocean.com/image/700X700/ar9684-03.jpg,https://cdn1.midocean.com/image/240X240/ar9684-03.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03-back.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03-side.jpg,https://cdn1.midocean.com/image/700X700/ar9684-03-open.jpg",Color,white,1,1,Size,,1,1
simple,CX1361,LUMISTAR,1,,0,visible,"Stella con luce","Luce in PVC a forma di stella. La luce cambia cambia colori alternando: bianco, blue,
                viola, rosso, giallo e verde. 3 LR44 batterie incluse.",1,9999,"7,5","0,49","0,235","0,415",100,110,"MIDOCEANBRANDS > Christmas & Winter > Decorazioni > Luci","https://cdn1.midocean.com/image/700X700/cx1361-06.jpg,https://cdn1.midocean.com/image/170X170/cx1361-06.jpg,https://cdn1.midocean.com/image/700X700/cx1361-06b.jpg,https://cdn1.midocean.com/image/700X700/cx1361-06.jpg,https://cdn1.midocean.com/image/700X700/cx1361-06a.jpg,https://cdn1.midocean.com/image/700X700/cx1361-06-ambiant.jpg",,,,,,,,
simple,CX1377,BOLIHAT,1,,0,visible,"Palla di Natale con cappello d","Palla di Natale con cappello di Santa Claus in feltro e laccio per legarlo
                all'albero. Diametro di 6 cm. Confezionata in scatola di cartone rosso.",1,9999,"10,05","0,61","0,48","0,325",100,110,"MIDOCEANBRANDS > Christmas & Winter > Decorazioni > Decorazioni da appendere","https://cdn1.midocean.com/image/700X700/cx1377-05.jpg,https://cdn1.midocean.com/image/170X170/cx1377-05.jpg,https://cdn1.midocean.com/image/700X700/cx1377-05-ambiant.jpg,https://cdn1.midocean.com/image/700X700/cx1377-05a.jpg,https://cdn1.midocean.com/image/700X700/cx1377-05b.jpg,https://cdn1.midocean.com/image/700X700/cx1377-05.jpg",,,,,,,,
simple,CX1388,COFFEEDECO,1,,0,visible,"Stampino per caffè","Stampino metallico pieghevole per fare disegni sul caffè. Tre disegni: agrifoglio, pupazzo
                di neve, fiocco di neve",1,9999,"14,8","0,28","0,21","0,12",100,110,"MIDOCEANBRANDS > Christmas & Winter > Per le bevande > Tazze","https://cdn1.midocean.com/image/700X700/cx1388-16.jpg,https://cdn1.midocean.com/image/170X170/cx1388-16.jpg,https://cdn1.midocean.com/image/700X700/cx1388-16b.jpg,https://cdn1.midocean.com/image/700X700/cx1388-16a.jpg,https://cdn1.midocean.com/image/700X700/cx1388-16.jpg,https://cdn1.midocean.com/image/700X700/cx1388-16-ambiant.jpg,https://cdn1.midocean.com/image/700X700/cx1388-16-print.jpg",,,,,,,,
simple,CX1398,BLANCA,1,,0,visible,"Palla di Natale","Palla di Natale in plastica perlata con nastro per appendere. Confezionata in scatola di
                cartone abbinata con ampio spazio per logo aziendale.",1,9999,"10,3","0,615","0,48","0,33",100,110,"MIDOCEANBRANDS > Christmas & Winter > Decorazioni > Decorazioni da appendere","https://cdn1.midocean.com/image/700X700/cx1398-99.jpg,https://cdn1.midocean.com/image/170X170/cx1398-99.jpg,https://cdn1.midocean.com/image/700X700/cx1398-99-print.jpg,https://cdn1.midocean.com/image/700X700/cx1398-99a.jpg,https://cdn1.midocean.com/image/700X700/cx1398-99d.jpg,https://cdn1.midocean.com/image/700X700/cx1398-99c.jpg,https://cdn1.midocean.com/image/700X700/cx1398-99c.jpg,https://cdn1.midocean.com/image/700X700/cx1398-99.jpg,https://cdn1.midocean.com/image/700X700/cx1398-99-ambiant.jpg",,,,,,,,
simple,CX1403,IDDUNA,1,,0,visible,"Tazza con decorazioni Natalizi","Tazza in ceramica (340ml) con decorazioni nordiche. Confezionato in scatola singola. Il
                transfer su ceramica è resistente al lavaggio in lavastovglie, quella in tampografia no.
            ",1,9999,"8,5","0,51","0,32","0,245",100,110,"MIDOCEANBRANDS > Christmas & Winter > Per le bevande > Tazze","https://cdn1.midocean.com/image/700X700/cx1403-05.jpg,https://cdn1.midocean.com/image/170X170/cx1403-05.jpg,https://cdn1.midocean.com/image/700X700/cx1403-05-print.jpg,https://cdn1.midocean.com/image/700X700/cx1403-05c.jpg,https://cdn1.midocean.com/image/700X700/cx1403-05-ambiant.jpg,https://cdn1.midocean.com/image/700X700/cx1403-05.jpg",,,,,,,,
simple,CX1414,"BOSSA MEDIUM",1,,0,visible,"Busta regalo media","Busta regalo natalizia con stampa fiocchi di neve. Biglietto incluso. Misura media.
            ",1,9999,"8,95","0,47","0,35","0,255",100,110,"MIDOCEANBRANDS > Christmas & Winter > Altro","https://cdn1.midocean.com/image/700X700/cx1414-05.jpg,https://cdn1.midocean.com/image/170X170/cx1414-05.jpg,https://cdn1.midocean.com/image/700X700/cx1414-05-ambiant.jpg,https://cdn1.midocean.com/image/700X700/cx1414-05-print.jpg,https://cdn1.midocean.com/image/700X700/cx1414-05.jpg",,,,,,,,
simple,CX1417,PENNY,1,,0,visible,"Antistress pupazzo di neve","Antistress pupazzo di neve in PU.",1,9999,"7,5","0,52","0,29","0,495",100,110,"MIDOCEANBRANDS > Christmas & Winter > Altro","https://cdn1.midocean.com/image/700X700/cx1417-06.jpg,https://cdn1.midocean.com/image/170X170/cx1417-06.jpg,https://cdn1.midocean.com/image/700X700/cx1417-06-print.jpg,https://cdn1.midocean.com/image/700X700/cx1417-06.jpg,https://cdn1.midocean.com/image/700X700/cx1417-06a.jpg",,,,,,,,
simple,CX1426,FLAKIES,1,,0,visible,"Palle di Natale","Palle di Natale perlate con nastro. Confezionate in scatola con disegni abbinati. Ampio
                spazio per la stampa.",1,9999,"7,7","0,51","0,36","0,56",100,110,"MIDOCEANBRANDS > Christmas & Winter > Decorazioni > Decorazioni da appendere","https://cdn1.midocean.com/image/700X700/cx1426-14.jpg,https://cdn1.midocean.com/image/170X170/cx1426-14.jpg,https://cdn1.midocean.com/image/700X700/cx1426-14.jpg,https://cdn1.midocean.com/image/700X700/cx1426-14a.jpg",,,,,,,,
simple,CX1433,SLATETREE,1,,0,visible,"Decorazione albero di Natale","Decorazione da appendere a forma di albero di Natale.",1,9999,"7,85","0,29","0,2","0,26",100,110,"MIDOCEANBRANDS > Christmas & Winter > Decorazioni > Decorazioni da appendere","https://cdn1.midocean.com/image/700X700/cx1433-03.jpg,https://cdn1.midocean.com/image/170X170/cx1433-03.jpg,https://cdn1.midocean.com/image/700X700/cx1433-03.jpg,https://cdn1.midocean.com/image/700X700/cx1433-03b.jpg,https://cdn1.midocean.com/image/700X700/cx1433-03a.jpg",,,,,,,,
variable,MO9082-L,HONOLULU,1,,,visible,"Infradito colorate disponibil","Infradito con suola in polietilene e strap in pvc. 2 misure disponibili: medium 36-39
                large 40-43.",1,9999,"4,9","0,48","0,3","0,4",100,110,"MIDOCEANBRANDS > Abbigliamento & Accessori > Accessori > Infradito",",,https://cdn1.midocean.com/image/700X700/mo9082-bk-l.jpg",Color,"black, blue, red, white, grey, orange, fuchsia, lime",1,1,Size,"L, L, L, L, L, L, L, L",1,1
variation,MO9082-04-L,HONOLULU,1,MO9082-L,0,visible,"Infradito colorate disponibil","Infradito con suola in polietilene e strap in pvc. 2 misure disponibili: medium 36-39
                large 40-43.",1,9999,"4,9","0,48","0,3","0,4",100,110,"MIDOCEANBRANDS > Abbigliamento & Accessori > Accessori > Infradito",",,https://cdn1.midocean.com/image/700X700/mo9082-bk-l.jpg",Color,blue,1,1,Size,L,1,1
variation,MO9082-05-L,HONOLULU,1,MO9082-L,0,visible,"Infradito colorate disponibil","Infradito con suola in polietilene e strap in pvc. 2 misure disponibili: medium 36-39
                large 40-43.",1,9999,"4,9","0,48","0,3","0,4",100,110,"MIDOCEANBRANDS > Abbigliamento & Accessori > Accessori > Infradito",",,https://cdn1.midocean.com/image/700X700/mo9082-bk-l.jpg",Color,red,1,1,Size,L,1,1
variation,MO9082-06-L,HONOLULU,1,MO9082-L,0,visible,"Infradito colorate disponibil","Infradito con suola in polietilene e strap in pvc. 2 misure disponibili: medium 36-39
                large 40-43.",1,9999,"4,9","0,48","0,3","0,4",100,110,"MIDOCEANBRANDS > Abbigliamento & Accessori > Accessori > Infradito",",,https://cdn1.midocean.com/image/700X700/mo9082-bk-l.jpg",Color,white,1,1,Size,L,1,1
variation,MO9082-07-L,HONOLULU,1,MO9082-L,0,visible,"Infradito colorate disponibil","Infradito con suola in polietilene e strap in pvc. 2 misure disponibili: medium 36-39
                large 40-43.",1,9999,"4,9","0,48","0,3","0,4",100,110,"MIDOCEANBRANDS > Abbigliamento & Accessori > Accessori > Infradito",",,https://cdn1.midocean.com/image/700X700/mo9082-bk-l.jpg",Color,grey,1,1,Size,L,1,1
variation,MO9082-10-L,HONOLULU,1,MO9082-L,0,visible,"Infradito colorate disponibil","Infradito con suola in polietilene e strap in pvc. 2 misure disponibili: medium 36-39
                large 40-43.",1,9999,"4,9","0,48","0,3","0,4",100,110,"MIDOCEANBRANDS > Abbigliamento & Accessori > Accessori > Infradito",",,https://cdn1.midocean.com/image/700X700/mo9082-bk-l.jpg",Color,orange,1,1,Size,L,1,1
variation,MO9082-38-L,HONOLULU,1,MO9082-L,0,visible,"Infradito colorate disponibil","Infradito con suola in polietilene e strap in pvc. 2 misure disponibili: medium 36-39
                large 40-43.",1,9999,"4,9","0,48","0,3","0,4",100,110,"MIDOCEANBRANDS > Abbigliamento & Accessori > Accessori > Infradito",",,https://cdn1.midocean.com/image/700X700/mo9082-bk-l.jpg",Color,fuchsia,1,1,Size,L,1,1
variation,MO9082-48-L,HONOLULU,1,MO9082-L,0,visible,"Infradito colorate disponibil","Infradito con suola in polietilene e strap in pvc. 2 misure disponibili: medium 36-39
                large 40-43.",1,9999,"4,9","0,48","0,3","0,4",100,110,"MIDOCEANBRANDS > Abbigliamento & Accessori > Accessori > Infradito",",,https://cdn1.midocean.com/image/700X700/mo9082-bk-l.jpg",Color,lime,1,1,Size,L,1,1
variable,MO9082-M,HONOLULU,1,,,visible,"Infradito colorate disponibil","Infradito con suola in polietilene e strap in pvc. 2 misure disponibili: medium 36-39
                large 40-43.",1,9999,"6,26","0,6","0,31","0,4",100,110,"MIDOCEANBRANDS > Abbigliamento & Accessori > Accessori > Infradito",",,https://cdn1.midocean.com/image/700X700/mo9082-bk-m.jpg",Color,"black, blue, red, white, grey, orange, fuchsia, lime",1,1,Size,"M, M, M, M, M, M, M, M",1,1
